PIPELINE-REFERENCE,N_S_,WELD-NO,WELD-TYPE,PIPING-SPEC,ISO NO,SPOOL-DRAWING-SEQUENCE-NUMBER,SPOOL-ID,BATCH,,SCHEDULE,ok
U010-231-2206,2,FA22,SOF,ZCSC01,16,16-A,7116-16-A,1,16-12SOF,,
U010-231-2206,4,FA6,BW,ZCSC01,16,16-A,7116-16-A,1,16-14BW,,
U010-231-2206,4,FA7,BW,ZCSC01,16,16-A,7116-16-A,1,16-14BW,,
U010-231-2206,4,FA9,BW,ZCSC01,16,16-B,7116-16-B,1,16-24BW,,
U010-231-2206,4,FA10,BW,ZCSC01,16,16-B,7116-16-B,1,16-24BW,,
U010-231-2206,4,FA11,BW,ZCSC01,16,16-B,7116-16-B,1,16-24BW,,
U010-231-2206,4,FA12,BW,ZCSC01,16,16-B,7116-16-B,1,16-24BW,,
U010-231-2206,4,FA13,BW,ZCSC01,16,16-B,7116-16-B,1,16-24BW,,
U010-231-2206,3/4,FA23,OLET,ZCSC01,16,16-C,7116-16-C,1,16-33/4OLET,,
U010-231-2206,4,FA15,BW,ZCSC01,16,16-C,7116-16-C,1,16-34BW,,
U010-231-2206,4,FA16,BW,ZCSC01,16,16-C,7116-16-C,1,16-34BW,,
U010-231-2210,8,FA2,BW,1SAB07,17,17-B,7116-17-B,1,17-28BW,,
U010-231-2210,8,FA3,BW,1SAB07,17,17-B,7116-17-B,1,17-28BW,,
U010-231-2210,8,FA5,BW,1CBB01,17,17-A,7116-17-A,1,17-18BW,,
U010-231-2210,1 1/2,FA15,OLET,1CBB01,17,17-A,7116-17-A,1,17-11 1/2OLET,,
U010-231-2210,8,FA6,BW,1CBB01,17,17-A,7116-17-A,1,17-18BW,,
U010-231-2210,8,FA7,BW,1CBB01,17,17-A,7116-17-A,1,17-18BW,,
U010-231-2210,6,FA9,BW,1CBB01,18,18-A,7116-18-A,1,18-16BW,,
U010-231-2210,6,FA10,BW,1CBB01,18,18-A,7116-18-A,1,18-16BW,,
U010-231-2210,6,FA11,BW,1CBB01,18,18-A,7116-18-A,1,18-16BW,,
U010-231-2210,6,FA12,BW,1CBB01,18,18-A,7116-18-A,1,18-16BW,,
U010-231-2210,8,FA13,BW,1CBB01,18,18-A,7116-18-A,1,18-18BW,,
U010-231-2210,8,FA14,BW,1CBB01,18,18-A,7116-18-A,1,18-18BW,,
U010-231-2241,4,FA1,SOF,ZCSC01,19,19-A,7116-19-A,1,19-14SOF,,
U010-231-2241,4,FA2,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,4,FA3,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,4,FA4,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,2,FA15,BW,ZCSC01,19,19-A,7116-19-A,1,19-12BW,,
U010-231-2241,2,FA16,SOF,ZCSC01,19,19-A,7116-19-A,1,19-12SOF,,
U010-231-2241,4,FA5,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,4,FA6,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,4,FA7,BW,ZCSC01,19,19-A,7116-19-A,1,19-14BW,,
U010-231-2241,4,FA9,BW,ZCSC01,20,20-A,7116-20-A,1,20-14BW,,
U010-231-2241,4,FA10,BW,ZCSC01,20,20-A,7116-20-A,1,20-14BW,,
U010-231-2241,4,FA11,BW,ZCSC01,20,20-A,7116-20-A,1,20-14BW,,
U010-231-2241,3/4,FA17,OLET,ZCSC01,20,20-A,7116-20-A,1,20-13/4OLET,,
U010-231-2241,4,FA12,BW,ZCSC01,20,20-A,7116-20-A,1,20-14BW,,
U010-231-2241,4,FA13,BW,ZCSC01,20,20-A,7116-20-A,1,20-14BW,,
U010-231-2242,4,FA1,SOF,ZCSC01,21,21-A,7116-21-A,1,21-14SOF,,
U010-231-2242,4,FA2,SOF,ZCSC01,21,21-A,7116-21-A,1,21-14SOF,,
U010-231-2242,4,FA3,SOF,ZCSC01,22,22-A,7116-22-A,1,22-14SOF,,
U010-231-2242,4,FA4,BW,ZCSC01,22,22-A,7116-22-A,1,22-14BW,,
U010-231-2242,4,FA5,BW,ZCSC01,22,22-A,7116-22-A,1,22-14BW,,
U010-231-2242,4,FA6,BW,ZCSC01,22,22-A,7116-22-A,1,22-14BW,,
U010-231-2242,2,FA17,BW,ZCSC01,22,22-A,7116-22-A,1,22-12BW,,
U010-231-2242,2,FA18,SOF,ZCSC01,22,22-A,7116-22-A,1,22-12SOF,,
U010-231-2242,4,FA7,BW,ZCSC01,22,22-A,7116-22-A,1,22-14BW,,
U010-231-2242,4,FA8,BW,ZCSC01,22,22-A,7116-22-A,1,22-14BW,,
U010-231-2242,4,FA11,BW,ZCSC01,22,22-C,7116-22-C,1,22-34BW,,
U010-231-2242,4,FA12,BW,ZCSC01,22,22-C,7116-22-C,1,22-34BW,,
U010-231-2242,3/4,FA19,OLET,ZCSC01,22,22-D,7116-22-D,1,22-43/4OLET,,
U010-231-2242,4,FA14,BW,ZCSC01,22,22-D,7116-22-D,1,22-44BW,,
U010-231-2242,4,FA15,BW,ZCSC01,22,22-D,7116-22-D,1,22-44BW,,
U010-231-2302,4,FA1,BW,1SAB07,23,23-B,7116-23-B,1,23-24BW,,
U010-231-2302,4,FA2,BW,1SAB07,23,23-B,7116-23-B,1,23-24BW,,
U010-231-2302,1,FA15,OLET,1SAB07,23,23-B,7116-23-B,1,23-21OLET,,
U010-231-2302,4,FA3,BW,1SAB07,23,23-B,7116-23-B,1,23-24BW,,
U010-231-2302,2,FA18,BW,1CBB01,24,24-A,7116-24-A,1,24-12BW,,
U010-231-2302,2,FA19,BW,1CBB01,24,24-A,7116-24-A,1,24-12BW,,
U010-231-2302,2,FA21,BW,1CBB01,24,24-B,7116-24-B,1,24-22BW,,
U010-231-2302,2,FA22,BW,1CBB01,24,24-B,7116-24-B,1,24-22BW,,
U010-231-2302,2,FA23,BW,1CBB01,24,24-B,7116-24-B,1,24-22BW,,
U010-231-2302,2,FA24,BW,1CBB01,24,24-B,7116-24-B,1,24-22BW,,
U010-231-2302,2,FA25,BW,1CBB01,24,24-B,7116-24-B,1,24-22BW,,
U010-231-2302,4,FA5,BW,1CBB01,23,23-A,7116-23-A,1,23-14BW,,
U010-231-2302,4,FA6,BW,1CBB01,23,23-A,7116-23-A,1,23-14BW,,
U010-231-2302,4,FA7,BW,1CBB01,23,23-A,7116-23-A,1,23-14BW,,
U010-231-2302,4,FA9,BW,1CBB01,25,25-A,7116-25-A,1,25-14BW,,
U010-231-2302,4,FA10,BW,1CBB01,25,25-A,7116-25-A,1,25-14BW,,
U010-231-2302,3/4,FA26,OLET,1CBB01,25,25-A,7116-25-A,1,25-13/4OLET,,
U010-231-2302,4,FA11,BW,1CBB01,25,25-A,7116-25-A,1,25-14BW,,
U010-231-2302,4,FA12,BW,1CBB01,25,25-A,7116-25-A,1,25-14BW,,
U010-231-2302,4,FA13,BW,1CBB01,25,25-A,7116-25-A,1,25-14BW,,
U010-231-2302,1,FA29,OLET,1CBB01,25,25-A,7116-25-A,1,25-11OLET,,
U010-231-2303,6,FA1,BW,1CBB01,26,26-A,7116-26-A,1,26-16BW,,
U010-231-2303,4,FA2,BW,1CBB01,26,26-A,7116-26-A,1,26-14BW,,
U010-231-2303,4,FA3,BW,1CBB01,26,26-A,7116-26-A,1,26-14BW,,
U010-231-2303,4,FA4,BW,1CBB01,26,26-A,7116-26-A,1,26-14BW,,
U010-231-2303,4,FA5,BW,1CBB01,26,26-A,7116-26-A,1,26-14BW,,
U010-231-2303,4,FA7,BW,1CBB01,27,27-A,7116-27-A,1,27-14BW,,
U010-231-2303,4,FA8,BW,1CBB01,27,27-A,7116-27-A,1,27-14BW,,
U010-231-2303,4,FA9,BW,1CBB01,27,27-A,7116-27-A,1,27-14BW,,
U010-231-2303,1/2,FA28,OLET,1CBB01,27,27-A,7116-27-A,1,27-11/2OLET,,
U010-231-2303,4,FA10,BW,1CBB01,27,27-A,7116-27-A,1,27-14BW,,
U010-231-2303,4,FA12,BW,1CBB01,27,27-B,7116-27-B,1,27-24BW,,
U010-231-2303,1/2,FA31,OLET,1CBB01,27,27-B,7116-27-B,1,27-21/2OLET,,
U010-231-2303,1,FA34,OLET,1CBB01,27,27-B,7116-27-B,1,27-21OLET,,
U010-231-2303,4,FA13,BW,1CBB01,27,27-B,7116-27-B,1,27-24BW,,
U010-231-2303,4,FA15,BW,1CBB01,28,28-A,7116-28-A,1,28-14BW,,
U010-231-2303,4,FA16,BW,1CBB01,28,28-A,7116-28-A,1,28-14BW,,
U010-231-2303,4,FA17,BW,1CBB01,28,28-A,7116-28-A,1,28-14BW,,
U010-231-2303,4,FA18,BW,1CBB01,28,28-A,7116-28-A,1,28-14BW,,
U010-231-2303,4,FA20,BW,1CBB01,29,29-A,7116-29-A,1,29-14BW,,
U010-231-2303,4,FA22,BW,1CBB01,29,29-B,7116-29-B,1,29-24BW,,
U010-231-2303,4,FA23,BW,1CBB01,29,29-B,7116-29-B,1,29-24BW,,
U010-231-2303,4,FA24,BW,1CBB01,29,29-B,7116-29-B,1,29-24BW,,
U010-231-2314,8,FA1,BW,1CBB01,30,30-A,7116-30-A,1,30-18BW,,
U010-231-2314,8,FA1,BW,1CBB01,30,30-A,7116-30-A,1,30-18BW,,
U010-231-2314,8,FA3,BW,1CBB01,30,30-B,7116-30-B,1,30-28BW,,
U010-231-2314,8,FA3,BW,1CBB01,30,30-B,7116-30-B,1,30-28BW,,
U010-231-2314,8,FA4,BW,1CBB01,30,30-B,7116-30-B,1,30-28BW,,
U010-231-2314,8,FA4,BW,1CBB01,30,30-B,7116-30-B,1,30-28BW,,
U010-231-2314,8,FA6,BW,1CBB01,31,31,7116-31-A,1,318BW,,
U010-231-2314,8,FA7,BW,1CBB01,31,31,7116-31-A,1,318BW,,
U010-231-2314,8,FA8,BW,1CBB01,31,31,7116-31-C,1,318BW,,
U010-231-2314,8,FA9,BW,1CBB01,31,31,7116-31-C,1,318BW,,
U010-231-2314,8,FA10,BW,1CBB01,31,31,7116-31-C,1,318BW,,
U010-231-2314,8,FA11,BW,1CBB01,31,31,7116-31-C,1,318BW,,
U010-231-2314,8,FA13,BW,1CBB01,31,31-D,7116-31-D,1,31-48BW,,
U010-231-2314,8,FA14,BW,1CBB01,31,31-D,7116-31-D,1,31-48BW,,
U010-231-2314,8,FA15,BW,1CBB01,31,31-D,7116-31-D,1,31-48BW,,
U010-231-2314,8,FA16,BW,1CBB01,31,31-D,7116-31-D,1,31-48BW,,
U010-231-2314,8,FA17,BW,1CBB01,31,31-D,7116-31-D,1,31-48BW,,
U010-231-2400,2,FA1,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA2,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA3,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA4,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA5,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA6,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA7,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA8,BW,6CBB01,33,33-A,7116-33-A,1,33-12BW,,
U010-231-2400,2,FA10,BW,6CBB01,34,34-A,7116-34-A,1,34-12BW,,
U010-231-2400,2,FA11,BW,6CBB01,34,34-A,7116-34-A,1,34-12BW,,
U010-231-2400,2,FA12,BW,6CBB01,34,34-A,7116-34-A,1,34-12BW,,
U010-231-2400,2,FA14,BW,6CBB01,34,34-B,7116-34-B,1,34-22BW,,
U010-231-2400,2,FA15,BW,6CBB01,34,34-B,7116-34-B,1,34-22BW,,
U010-231-2400,2,FA17,BW,6CBB01,34,34-C,7116-34-C,1,34-32BW,,
U010-231-2400,2,FA18,BW,6CBB01,34,34-C,7116-34-C,1,34-32BW,,
U010-231-2400,2,FA19,BW,6CBB01,34,34-C,7116-34-C,1,34-32BW,,
U010-231-2400,2,FA21,BW,6CBB01,35,35,7116-35-B,1,352BW,,
U010-231-2400,2,FA22,BW,6CBB01,35,35,7116-35-B,1,352BW,,
U010-231-2400,2,FA24,BW,6CBB01,35,35-C,7116-35-C,1,35-32BW,,
U010-231-2404,4,FA1,BW,6CBB01,37,37-A,7116-37-A,1,37-14BW,,
U010-231-2404,4,FA2,BW,6CBB01,37,37-A,7116-37-A,1,37-14BW,,
U010-231-2404,6,FA3,BW,6CBB01,37,37-A,7116-37-A,1,37-16BW,,
U010-231-2404,3/4,FA7,OLET,6CBB01,37,37-A,7116-37-A,1,37-13/4OLET,,
U010-231-2404,6,FA4,BW,6CBB01,37,37-A,7116-37-A,1,37-16BW,,
U010-231-2404,6,FA5,BW,6CBB01,37,37-A,7116-37-A,1,37-16BW,,
U010-231-2404,2,FA10,OLET,6CBB01,37,37-A,7116-37-A,1,37-12OLET,,
U010-231-2405,8,FA1,BW,6CBB01,38,38-A,7116-38-A,1,38-18BW,,
U010-231-2405,8,FA2,BW,6CBB01,38,38-A,7116-38-A,1,38-18BW,,
U010-231-2405,8,FA3,BW,6CBB01,38,38-A,7116-38-A,1,38-18BW,,
U010-231-2405,8,FA4,BW,6CBB01,38,38-A,7116-38-A,1,38-18BW,,
U010-231-2405,1/2,FA29,OLET,6CBB01,38,38-A,7116-38-A,1,38-11/2OLET,,
U010-231-2405,3/4,FA35,OLET,6CBB01,38,38-A,7116-38-A,1,38-13/4OLET,,
U010-231-2405,3/4,FA32,OLET,6CBB01,38,38-A,7116-38-A,1,38-13/4OLET,,
U010-231-2405,8,FA5,BW,6CBB01,38,38-A,7116-38-A,1,38-18BW,,
U010-231-2405,3/4,FA40,OLET,6CBB01,39,39-A,7116-39-A,1,39-13/4OLET,,
U010-231-2405,3/4,FA42,OLET,6CBB01,39,39-A,7116-39-A,1,39-13/4OLET,,
U010-231-2405,3/4,FA44,OLET,6CBB01,39,39-A,7116-39-A,1,39-13/4OLET,,
U010-231-2405,8,FA7,BW,6CBB01,39,39-A,7116-39-A,1,39-18BW,,
U010-231-2405,8,FA8,BW,6CBB01,39,39-A,7116-39-A,1,39-18BW,,
U010-231-2405,8,FA9,BW,6CBB01,39,39-A,7116-39-A,1,39-18BW,,
U010-231-2405,8,FA11,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA12,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,3/4,FA46,OLET,6CBB01,40,40-A,7116-40-A,1,40-13/4OLET,,
U010-231-2405,8,FA13,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA14,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA15,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA16,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA17,BW,6CBB01,40,40-A,7116-40-A,1,40-18BW,,
U010-231-2405,8,FA19,BW,6CBB01,41,41-A,7116-41-A,1,41-18BW,,
U010-231-2405,8,FA20,BW,6CBB01,41,41-A,7116-41-A,1,41-18BW,,
